****** Levels
 1.44317913E+16      4.    3  'Ar4  4So 1'  0   0.  0
 1.37972238E+16     10.    3  'Ar4  2Do 1'  0   0.  0
 1.33833339E+16      6.    3  'Ar4  2Po 1'  0   0.  0
 1.08904619E+16     12.    3  'Ar4  4Pe 1'  0   0.  -104
 1.00558413E+16     10.    3  'Ar4  2De 1'  0   0.  -104
 9.43384090E+15      6.    3  'Ar4  2Pe 1'  0   0.  -104
 9.10055144E+15      2.    3  'Ar4  2Se 1'  0   0.  -104
 8.98942239E+15     28.    3  'Ar4  4Fe 1'  0   0.  -104
 8.79325244E+15     20.    3  'Ar4  4De 1'  0   0.  -104
 8.70525017E+15     14.    3  'Ar4  2Fe 1'  0   0.  -104
 8.20171411E+15     18.    3  'Ar4  2Ge 1'  0   0.  -104
 7.80355131E+15     12.    4  'Ar4  4Pe 2'  0   0.  -104
 7.73726225E+15      6.    4  'Ar4  2Pe 2'  0   0.  -104
 7.66896583E+15     10.    4  'Ar4  2De 2'  0   0.  -104
 7.27211837E+15     10.    4  'Ar4  2De 3'  0   0.  -104
 7.03633862E+15     14.    4  'Ar4  2Fe 2'  0   0.  -104
 6.89754192E+15     12.    4  'Ar4  4Pe 3'  0   0.  -104
 6.81812690E+15      6.    4  'Ar4  2Pe 3'  0   0.  -104
 6.73084887E+15      2.    4  'Ar4  2Se 2'  0   0.  -104
 6.72953246E+15      6.    4  'Ar4  2Pe 4'  0   0.  -104
 6.62241759E+15     30.    4  'Ar4  6Do 1'  0   0.  -104
 6.50562938E+15     10.    4  'Ar4  2De 4'  0   0.  -104
 6.40499453E+15     10.    4  'Ar4  2De 5'  0   0.  -104
 5.63449404E+15    120.    4  'Ar4 +4_o 1'  0   0.  -104
 5.61173716E+15     52.    4  'Ar4 +2__ 2'  0   0.  -104
 4.42692158E+15     94.    4  'Ar4 +2__ 3'  0   0.  -104
 4.23485010E+15      6.    5  'Ar4  6So 1'  0   0.  -104
 4.23264195E+15    156.    5  'Ar4 +4__ 4'  0   0.  -104
 3.36331588E+15    294.    5  'Ar4 +2__ 5'  0   0.  -104
 3.29117653E+15    224.    5  'Ar4 +4__ 6'  0   0.  -104
 3.14354079E+15     18.    5  'Ar4  6Pe 1'  0   0.  -104
 2.03442561E+15    684.    6  'Ar4 +4__ 7'  0   0.  -104
 1.99315178E+15    596.    6  'Ar4 +___ 8'  0   0.  -104
 1.19970503E+15    138.    7  'Ar4 +6__ 9'  0   0.  -104
 9.08494971E+14   1036.    8  'Ar4 +2__10'  0   0.  -104
 8.89775758E+14   1144.    8  'Ar4 +4__11'  0   0.  -104
****** Continuum transitions
   1  37   1    1      0      0      0  2.5467E-19  0.0000E+00
  36  37   1    1      0      0      0  4.9071E-19  0.0000E+00
*** Line transitions
   1   2   0   0   4      0      0   0.000E+00   5.000E-02
   1   3   0   0   4      0      0   0.000E+00   5.000E-02
   1   4  -1   0   1      0      0   7.625E-02   7.000E-01
  F  1  7  0.  0.
   1   5   0   0   4      0      0   0.000E+00   5.000E-02
   1   6   0   0   4      0      0   0.000E+00   5.000E-02
   1   7   0   0   4      0      0   0.000E+00   5.000E-02
   1   8   0   0   4      0      0   0.000E+00   5.000E-02
   1   9   0   0   4      0      0   0.000E+00   5.000E-02
   1  10   0   0   4      0      0   0.000E+00   5.000E-02
   1  11   0   0   4      0      0   0.000E+00   5.000E-02
   1  12  -1   0   1      0      0   3.175E+00   2.000E-01
  F  1  7  0.  0.
   1  13   0   0   4      0      0   0.000E+00   5.000E-02
   1  14   0   0   4      0      0   0.000E+00   5.000E-02
   1  15   0   0   4      0      0   0.000E+00   5.000E-02
   1  16   0   0   4      0      0   0.000E+00   5.000E-02
   1  17  -1   0   1      0      0   1.243E-01   2.000E-01
  F  1  7  0.  0.
   1  18   0   0   4      0      0   0.000E+00   5.000E-02
   1  19   0   0   4      0      0   0.000E+00   5.000E-02
   1  20   0   0   4      0      0   0.000E+00   5.000E-02
   1  21   0   0   4      0      0   0.000E+00   5.000E-02
   1  22   0   0   4      0      0   0.000E+00   5.000E-02
   1  23   0   0   4      0      0   0.000E+00   5.000E-02
   1  24   0   0   4      0      0   0.000E+00   5.000E-02
   1  25   0   0   4      0      0   0.000E+00   5.000E-02
   1  26   0   0   4      0      0   0.000E+00   5.000E-02
   1  27   0   0   4      0      0   0.000E+00   5.000E-02
   1  28  -1   0   1      0      0   5.675E-03   2.000E-01
  F  1  7  0.  0.
   1  29   0   0   4      0      0   0.000E+00   5.000E-02
   1  30  -1   0   1      0      0   4.633E-02   2.000E-01
  F  1  7  0.  0.
   1  31   0   0   4      0      0   0.000E+00   5.000E-02
   1  32  -1   0   1      0      0   3.534E-02   2.000E-01
  F  1  7  0.  0.
   1  33  -1   0   1      0      0   2.584E-02   2.000E-01
  F  1  7  0.  0.
   1  34   0   0   4      0      0   0.000E+00   5.000E-02
   1  35   0   0   4      0      0   0.000E+00   5.000E-02
   1  36  -1   0   1      0      0   2.002E-02   2.000E-01
  F  1  7  0.  0.
   2   3   0   0   4      0      0   0.000E+00   5.000E-02
   2   4   0   0   4      0      0   0.000E+00   5.000E-02
   2   5  -1   0   1      0      0   3.810E-02   7.000E-01
  F  1  7  0.  0.
   2   6  -1   0   1      0      0   3.730E-02   7.000E-01
  F  1  7  0.  0.
   2   7   0   0   4      0      0   0.000E+00   5.000E-02
   2   8   0   0   4      0      0   0.000E+00   5.000E-02
   2   9   0   0   4      0      0   0.000E+00   5.000E-02
   2  10  -1   0   1      0      0   1.130E-04   2.000E-01
  F  1  7  0.  0.
   2  11   0   0   4      0      0   0.000E+00   5.000E-02
   2  12   0   0   4      0      0   0.000E+00   5.000E-02
   2  13  -1   0   1      0      0   5.160E-01   2.000E-01
  F  1  7  0.  0.
   2  14  -1   0   1      0      0   1.220E-01   2.000E-01
  F  1  7  0.  0.
   2  15  -1   0   1      0      0   8.760E-01   2.000E-01
  F  1  7  0.  0.
   2  16  -1   0   1      0      0   1.640E+00   2.000E-01
  F  1  7  0.  0.
   2  17   0   0   4      0      0   0.000E+00   5.000E-02
   2  18  -1   0   1      0      0   5.140E-03   2.000E-01
  F  1  7  0.  0.
   2  19   0   0   4      0      0   0.000E+00   5.000E-02
   2  20  -1   0   1      0      0   7.380E-02   2.000E-01
  F  1  7  0.  0.
   2  21   0   0   4      0      0   0.000E+00   5.000E-02
   2  22  -1   0   1      0      0   1.200E-05   2.000E-01
  F  1  7  0.  0.
   2  23  -1   0   1      0      0   6.470E-02   2.000E-01
  F  1  7  0.  0.
   2  24   0   0   4      0      0   0.000E+00   5.000E-02
   2  25   0   0   4      0      0   0.000E+00   5.000E-02
   2  26  -1   0   1      0      0   8.712E-03   2.000E-01
  F  1  7  0.  0.
   2  27   0   0   4      0      0   0.000E+00   5.000E-02
   2  28   0   0   4      0      0   0.000E+00   5.000E-02
   2  29  -1   0   1      0      0   4.837E-02   2.000E-01
  F  1  7  0.  0.
   2  30   0   0   4      0      0   0.000E+00   5.000E-02
   2  31   0   0   4      0      0   0.000E+00   5.000E-02
   2  32   0   0   4      0      0   0.000E+00   5.000E-02
   2  33  -1   0   1      0      0   3.279E-02   2.000E-01
  F  1  7  0.  0.
   2  34   0   0   4      0      0   0.000E+00   5.000E-02
   2  35  -1   0   1      0      0   2.373E-02   2.000E-01
  F  1  7  0.  0.
   2  36   0   0   4      0      0   0.000E+00   5.000E-02
   3   4   0   0   4      0      0   0.000E+00   5.000E-02
   3   5  -1   0   1      0      0   8.150E-03   7.000E-01
  F  1  7  0.  0.
   3   6  -1   0   1      0      0   4.000E-03   7.000E-01
  F  1  7  0.  0.
   3   7  -1   0   1      0      0   3.483E-02   7.000E-01
  F  1  7  0.  0.
   3   8   0   0   4      0      0   0.000E+00   5.000E-02
   3   9   0   0   4      0      0   0.000E+00   5.000E-02
   3  10   0   0   4      0      0   0.000E+00   5.000E-02
   3  11   0   0   4      0      0   0.000E+00   5.000E-02
   3  12   0   0   4      0      0   0.000E+00   5.000E-02
   3  13  -1   0   1      0      0   2.200E-02   2.000E-01
  F  1  7  0.  0.
   3  14  -1   0   1      0      0   1.017E-02   2.000E-01
  F  1  7  0.  0.
   3  15  -1   0   1      0      0   2.267E-02   2.000E-01
  F  1  7  0.  0.
   3  16   0   0   4      0      0   0.000E+00   5.000E-02
   3  17   0   0   4      0      0   0.000E+00   5.000E-02
   3  18  -1   0   1      0      0   9.633E-01   2.000E-01
  F  1  7  0.  0.
   3  19  -1   0   1      0      0   2.967E-01   2.000E-01
  F  1  7  0.  0.
   3  20  -1   0   1      0      0   1.138E-01   2.000E-01
  F  1  7  0.  0.
   3  21   0   0   4      0      0   0.000E+00   5.000E-02
   3  22  -1   0   1      0      0   1.817E+00   2.000E-01
  F  1  7  0.  0.
   3  23  -1   0   1      0      0   5.617E-02   2.000E-01
  F  1  7  0.  0.
   3  24   0   0   4      0      0   0.000E+00   5.000E-02
   3  25  -1   0   1      0      0   2.567E-02   2.000E-01
  F  1  7  0.  0.
   3  26  -1   0   1      0      0   1.807E-02   2.000E-01
  F  1  7  0.  0.
   3  27   0   0   4      0      0   0.000E+00   5.000E-02
   3  28   0   0   4      0      0   0.000E+00   5.000E-02
   3  29  -1   0   1      0      0   4.037E-02   2.000E-01
  F  1  7  0.  0.
   3  30   0   0   4      0      0   0.000E+00   5.000E-02
   3  31   0   0   4      0      0   0.000E+00   5.000E-02
   3  32   0   0   4      0      0   0.000E+00   5.000E-02
   3  33  -1   0   1      0      0   2.601E-02   2.000E-01
  F  1  7  0.  0.
   3  34   0   0   4      0      0   0.000E+00   5.000E-02
   3  35  -1   0   1      0      0   3.385E-02   2.000E-01
  F  1  7  0.  0.
   3  36   0   0   4      0      0   0.000E+00   5.000E-02
   4   5   0   0   4      0      0   0.000E+00   5.000E-02
   4   6   0   0   4      0      0   0.000E+00   5.000E-02
   4   7   0   0   4      0      0   0.000E+00   5.000E-02
   4   8   0   0   4      0      0   0.000E+00   5.000E-02
   4   9   0   0   4      0      0   0.000E+00   5.000E-02
   4  10   0   0   4      0      0   0.000E+00   5.000E-02
   4  11   0   0   4      0      0   0.000E+00   5.000E-02
   4  12   0   0   4      0      0   0.000E+00   5.000E-02
   4  13   0   0   4      0      0   0.000E+00   5.000E-02
   4  14   0   0   4      0      0   0.000E+00   5.000E-02
   4  15   0   0   4      0      0   0.000E+00   5.000E-02
   4  16   0   0   4      0      0   0.000E+00   5.000E-02
   4  17   0   0   4      0      0   0.000E+00   5.000E-02
   4  18   0   0   4      0      0   0.000E+00   5.000E-02
   4  19   0   0   4      0      0   0.000E+00   5.000E-02
   4  20   0   0   4      0      0   0.000E+00   5.000E-02
   4  21   0   0   4      0      0   0.000E+00   5.000E-02
   4  22   0   0   4      0      0   0.000E+00   5.000E-02
   4  23   0   0   4      0      0   0.000E+00   5.000E-02
   4  24  -1   0   1      0      0   3.562E-02   2.000E-01
  F  1  7  0.  0.
   4  25   0   0   4      0      0   0.000E+00   5.000E-02
   4  26   0   0   4      0      0   0.000E+00   5.000E-02
   4  27   0   0   4      0      0   0.000E+00   5.000E-02
   4  28  -1   0   1      0      0   2.999E+00   2.000E-01
  F  1  7  0.  0.
   4  29   0   0   4      0      0   0.000E+00   5.000E-02
   4  30  -1   0   1      0      0   1.834E-01   2.000E-01
  F  1  7  0.  0.
   4  31   0   0   4      0      0   0.000E+00   5.000E-02
   4  32  -1   0   1      0      0   7.453E-02   2.000E-01
  F  1  7  0.  0.
   4  33   0   0   4      0      0   0.000E+00   5.000E-02
   4  34   0   0   4      0      0   0.000E+00   5.000E-02
   4  35   0   0   4      0      0   0.000E+00   5.000E-02
   4  36  -1   0   1      0      0   3.680E-02   2.000E-01
  F  1  7  0.  0.
   5   6   0   0   4      0      0   0.000E+00   5.000E-02
   5   7   0   0   4      0      0   0.000E+00   5.000E-02
   5   8   0   0   4      0      0   0.000E+00   5.000E-02
   5   9   0   0   4      0      0   0.000E+00   5.000E-02
   5  10   0   0   4      0      0   0.000E+00   5.000E-02
   5  11   0   0   4      0      0   0.000E+00   5.000E-02
   5  12   0   0   4      0      0   0.000E+00   5.000E-02
   5  13   0   0   4      0      0   0.000E+00   5.000E-02
   5  14   0   0   4      0      0   0.000E+00   5.000E-02
